organization_name,startup_uuid,founder_name,linkedin_url,is_scrapped,is_scrapped_profile
Parallel Wireless,006685e2-fb79-1473-7ce9-9828995c53a2,Kaitki Agarwal,https://www.linkedin.com/in/kaitki-agarwal-4685942/,1,0
Parallel Wireless,006685e2-fb79-1473-7ce9-9828995c53a2,Rajesh Mishra,https://www.linkedin.com/in/rmishra/,1,0
Parallel Wireless,006685e2-fb79-1473-7ce9-9828995c53a2,Sridhar Donepudi,https://www.linkedin.com/in/sridhar-donepudi-8792bb1,1,0
Parallel Wireless,006685e2-fb79-1473-7ce9-9828995c53a2,Steve Papa,https://www.linkedin.com/in/stpapa,1,0
HeartFlow,0074c110-5dd9-4af1-29a7-cecd2ae1b86c,Charles A. Taylor,https://www.linkedin.com/in/charles-taylor-01765421,1,0
HeartFlow,0074c110-5dd9-4af1-29a7-cecd2ae1b86c,Christopher K. Zarins,https://www.linkedin.com/in/christopher-zarins-26577b34,1,0
Traackr,00caf3de-db65-92b5-816f-15dcf5bb249f,David Chancogne,https://www.linkedin.com/in/dchancogne,1,0
Traackr,00caf3de-db65-92b5-816f-15dcf5bb249f,Pierre-Loïc Assayag,http://www.linkedin.com/in/pierreloic,1,0
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,Aaron Kalb,https://www.linkedin.com/in/akalb/en/,1,0
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,Feng Niu,https://www.linkedin.com/in/feng-niu-62475a44/,1,0
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,Satyen Sangani,http://www.linkedin.com/in/ssangani/,1,0
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,Venky Ganti,https://www.linkedin.com/in/venky-ganti-2679a2/,1,0
Vineti,018f2f2e-e6cc-d8b7-dd80-15ffbe869128,Amy DuRoss,https://www.linkedin.com/in/amy-duross-695b743,1,0
Vineti,018f2f2e-e6cc-d8b7-dd80-15ffbe869128,Heidi M. Hagen,https://www.linkedin.com/in/heidihagen/,1,0
Vineti,018f2f2e-e6cc-d8b7-dd80-15ffbe869128,Malek Faham,https://www.linkedin.com/in/malek-faham-7233905,1,0
Vineti,018f2f2e-e6cc-d8b7-dd80-15ffbe869128,Stephen Ting,https://www.linkedin.com/in/razmikabnous/,1,0
WeKanCode,01c04deb-18a8-3fde-142b-dbd80d56ead1,Pablo Jimenez Godoy,https://www.linkedin.com/in/pablojgodoy/,1,0
WeKanCode,01c04deb-18a8-3fde-142b-dbd80d56ead1,Sathya Nellore Sampat,https://www.linkedin.com/in/sathyanarayanaa/,1,0
Outschool,02a1e9ad-1e9f-1c37-c6ab-c6781518f66a,Amir Nathoo,https://www.linkedin.com/in/amirnathoo/,1,0
