organization_name,startup_uuid,founder_name,linkedin_url,is_scrapped,is_scrapped_profile
Rozzy Learning Company,d7041aa5-6f0d-571d-17c0-999426779b43,Jessica Gordon,https://www.linkedin.com/in/jessica-gordon-43b03359/,1,0
Sonatype,d81374d0-93ef-0bca-f0b6-df1574670866,Jason van Zyl,https://www.linkedin.com/in/jasonv2,1,0
Dandelion Energy,db47fba5-1c8a-46ea-881b-2be8e7e359ef,Kathy Hannun,https://www.linkedin.com/in/cooperkathy/,1,0
EverString,dc9bba83-4dae-4497-ee33-d8ed6c18937c,Vincent Yang,https://www.linkedin.com/in/vincentyangeverstring/,1,0
Xcell Biosciences,e66356a4-b718-9a29-f58d-9717ad466ae1,Ilya Kupershmidt,https://www.linkedin.com/in/ilya-kupershmidt,1,0
Xcell Biosciences,e66356a4-b718-9a29-f58d-9717ad466ae1,James Lim,https://www.linkedin.com/in/jameslim1,1,0
Ascent Resources,e6e975a4-5980-45ed-b674-978a7e525ec3,Jennifer M. Grigsby,https://www.linkedin.com/in/jennifer-m-grigsby-cpa-cgma-mba-22320196/,1,0
Securly,e7fa5e5b-61fe-5cff-3203-b0041ccfd5f4,Vinay Mahadik,https://www.linkedin.com/in/mahadikvinay/,1,0
Alley,e8435cd1-3223-4b73-6abc-1298a6a5b724,Jonathan Kogan,https://linkedin.com/in/rpatools,1,0
Venmo,e8499ac5-4fc5-a3fb-2106-dce0d7d3c98c,Iqram Magdon-Ismail,https://www.linkedin.com/in/iqram-magdon-ismail-803511184/,1,0
Go Nimbly,ee3e26d4-c4fd-3011-6094-1273e4f6c79c,Jason Reichl,https://www.linkedin.com/in/jasonreichl/,1,0
Go Nimbly,ee3e26d4-c4fd-3011-6094-1273e4f6c79c,Jennifer Igartua,https://www.linkedin.com/in/jennifer-igartua-a3aba016/,1,0
Revolutionary Security,f02ec91b-1969-4a7e-a9cb-031b947a918d,Rick Cline,https://www.linkedin.com/in/richardcline,1,0
Rival IQ,f8e81486-476e-5d09-c847-a52f2564ebb0,Seth Pollack,http://www.linkedin.com/in/sethpollack,1,0
Rival IQ,f8e81486-476e-5d09-c847-a52f2564ebb0,T.A. McCann,https://www.linkedin.com/in/tamccann,1,0
Figma,fecdc239-2d5b-8552-fb0e-a6a874e95678,Evan Wallace,https://www.linkedin.com/in/evan-wallace-781838118/,1,0
Juno Therapeutics,ff429091-2166-c3b5-409d-6e779fee09f5,Hans Bishop,https://www.linkedin.com/in/hans-bishop-0509b37,1,0
Juno Therapeutics,ff429091-2166-c3b5-409d-6e779fee09f5,Renier Brentjens,https://www.linkedin.com/in/renier-brentjens-b3b111b,1,0
Linc Global,ff8f7e39-ce6d-13c8-68ec-c2a9e982d946,Edwin Evans,https://www.linkedin.com/in/edwinevans,1,0
